"2013-04-03T00:47:00.001+02:00","BancaItaliana","C0120580917273555","Don't be alone","1009549375","Visa Gold","7273","84.87",1009549370.,"C012058091",51,"APPR","N"
"2013-01-19T18:55:12.001+02:00","BancaItaliana","C0120580915621418","Donna Elegante","1009549375","Visa Gold","5621","179.43",1009549370.,"C012058091",51,"APPR","N"
"2013-06-03T19:58:05.001+02:00","BancaItaliana","C0120580915311606","Rinascimento","1009549375","Visa Gold","5311","140.34",1009549370.,"C012058091",51,"APPR","N"
"2013-06-03T00:02:00.001+02:00","BancaItaliana","C0120580915814746","Eat and Go","1009549375","Visa Gold","5814","144.10",1009549370.,"C012058091",51,"APPR","N"
"2013-03-02T16:00:00.001+02:00","BancaItaliana","C0120580915992763","Florists","1009549375","Visa Gold","5992","111.73",1009549370.,"C012058091",51,"APPR","N"
"2013-05-02T16:00:00.001+02:00","BancaItaliana","C0120580915441513","Candy,Nut Confectionery","1009549375","Visa Gold","5441","99.76",1009549370.,"C012058091",51,"APPR","N"
"2013-07-02T16:00:00.001+02:00","BancaItaliana","C0120580915977738","Cosmetic Stores","1009549375","Visa Gold","5977","109.12",1009549370.,"C012058091",51,"APPR","N"
"2013-02-06T18:00:00.001+02:00","BancaItaliana","C01205809157221048","All for your House","1009549375","Visa Gold","5722","76.09",1009549370.,"C012058091",51,"APPR","N"
"2013-09-28T07:09:32.001+02:00","BancaItaliana","C0120580915661712","Shoes","1009549375","Visa Gold","5661","269.24",1009549370.,"C012058091",51,"APPR","N"
"2013-02-06T11:27:21.001+02:00","BancaItaliana","C0120580915311917","Allegro","1009549375","Visa Gold","5311","145.03",1009549370.,"C012058091",51,"APPR","N"
"2013-04-03T18:00:00.001+02:00","BancaItaliana","C0120580915719708","My Beatiful House","1009549375","Visa Gold","5719","88.32",1009549370.,"C012058091",51,"APPR","N"
"2013-10-09T19:05:12.001+02:00","BancaItaliana","C01205809155421095","GasStation","1009549375","Visa Gold","5542","177.15",1009549370.,"C012058091",51,"APPR","N"
"2013-10-03T00:33:00.001+02:00","BancaItaliana","C0120580917996931","Fair Rides","1009549375","Visa Gold","7996","129.15",1009549370.,"C012058091",51,"APPR","N"
"2013-09-03T00:25:00.001+02:00","BancaItaliana","C0120580917273888","Don't be alone","1009549375","Visa Gold","7273","96.19",1009549370.,"C012058091",51,"APPR","N"
"2013-10-16T18:00:00.001+02:00","BancaItaliana","C0120580915719764","My Beatiful House","1009549375","Visa Gold","5719","96.65",1009549370.,"C012058091",51,"APPR","N"
"2013-09-03T00:45:00.001+02:00","BancaItaliana","C0120580915812676","Restaurant","1009549375","Visa Gold","5812","111.40",1009549370.,"C012058091",51,"APPR","N"
"2013-09-18T18:00:00.001+02:00","BancaItaliana","C01205809159501146","Home of Crystal","1009549375","Visa Gold","5950","77.09",1009549370.,"C012058091",51,"APPR","N"
"2013-01-15T19:00:00.001+02:00","BancaItaliana","C0120580915192899","Books & Paper","1009549375","Visa Gold","5192","27.65",1009549370.,"C012058091",51,"APPR","N"
"2013-04-22T14:24:41.001+02:00","BancaItaliana","C0120580915541777","GasStation","1009549375","Visa Gold","5541","169.02",1009549370.,"C012058091",51,"APPR","N"
"2013-04-01T14:30:08.001+02:00","BancaItaliana","C0120580915651712","Family Clothing","1009549375","Visa Gold","5651","207.19",1009549370.,"C012058091",51,"APPR","N"
"2013-11-03T00:36:00.001+02:00","BancaItaliana","C0120580915813687","One More Drink","1009549375","Visa Gold","5813","128.17",1009549370.,"C012058091",51,"APPR","N"
"2013-04-02T16:00:00.001+02:00","BancaItaliana","C0120580915441589","Candy,Nut Confectionery","1009549375","Visa Gold","5441","99.87",1009549370.,"C012058091",51,"APPR","N"
"2013-04-03T00:02:00.001+02:00","BancaItaliana","C0120580917273486","Don't be alone","1009549375","Visa Gold","7273","158.32",1009549370.,"C012058091",51,"APPR","N"
"2013-10-27T16:20:49.008+02:00","BancaItaliana","C01205809178321026","Movies","1009549375","Visa Gold","7832","27.86",1009549370.,"C012058091",51,"APPR","N"
"2013-09-03T00:14:00.001+02:00","BancaItaliana","C0120580915814641","Eat and Go","1009549375","Visa Gold","5814","93.25",1009549370.,"C012058091",51,"APPR","N"
"2013-09-19T12:14:12.001+02:00","BancaItaliana","C0120580915541825","GasStation","1009549375","Visa Gold","5541","139.92",1009549370.,"C012058091",51,"APPR","N"
"2013-11-06T18:00:00.001+02:00","BancaItaliana","C0120580915714449","House of Drapery","1009549375","Visa Gold","5714","84.58",1009549370.,"C012058091",51,"APPR","N"
"2013-02-03T00:56:00.001+02:00","BancaItaliana","C0120580915813807","One More Drink","1009549375","Visa Gold","5813","153.74",1009549370.,"C012058091",51,"APPR","N"
"2013-11-13T18:00:00.001+02:00","BancaItaliana","C0120580915722862","All for your House","1009549375","Visa Gold","5722","71.93",1009549370.,"C012058091",51,"APPR","N"
"2013-05-08T18:00:00.001+02:00","BancaItaliana","C0120580915719749","My Beatiful House","1009549375","Visa Gold","5719","75.99",1009549370.,"C012058091",51,"APPR","N"
"2013-05-02T16:00:00.001+02:00","BancaItaliana","C0120580915977495","Cosmetic Stores","1009549375","Visa Gold","5977","111.10",1009549370.,"C012058091",51,"APPR","N"
"2013-02-24T15:24:38.001+02:00","BancaItaliana","C0120580915311642","M and W","1009549375","Visa Gold","5311","173.85",1009549370.,"C012058091",51,"APPR","N"
"2013-06-03T00:42:00.001+02:00","BancaItaliana","C0120580915813742","One More Drink","1009549375","Visa Gold","5813","109.09",1009549370.,"C012058091",51,"APPR","N"
"2013-04-24T18:00:00.001+02:00","BancaItaliana","C0120580915719723","My Beatiful House","1009549375","Visa Gold","5719","92.74",1009549370.,"C012058091",51,"APPR","N"
"2013-10-03T00:31:00.001+02:00","BancaItaliana","C0120580917922721","ToBeOrNotTobe","1009549375","Visa Gold","7922","82.72",1009549370.,"C012058091",51,"APPR","N"
"2013-09-03T00:08:00.001+02:00","BancaItaliana","C0120580915814469","Eat and Go","1009549375","Visa Gold","5814","109.17",1009549370.,"C012058091",51,"APPR","N"
"2013-09-03T00:53:00.001+02:00","BancaItaliana","C0120580917933346","Pins and Balls","1009549375","Visa Gold","7933","138.25",1009549370.,"C012058091",51,"APPR","N"
"2013-08-03T00:30:00.001+02:00","BancaItaliana","C0120580917273538","Don't be alone","1009549375","Visa Gold","7273","104.94",1009549370.,"C012058091",51,"APPR","N"
"2013-09-03T00:05:00.001+02:00","BancaItaliana","C0120580917933865","Pins and Balls","1009549375","Visa Gold","7933","128.35",1009549370.,"C012058091",51,"APPR","N"
"2013-05-03T00:40:00.001+02:00","BancaItaliana","C0120580915814635","Eat and Go","1009549375","Visa Gold","5814","161.86",1009549370.,"C012058091",51,"APPR","N"
"2013-07-03T00:30:00.001+02:00","BancaItaliana","C0120580917273711","Don't be alone","1009549375","Visa Gold","7273","166.06",1009549370.,"C012058091",51,"APPR","N"
"2013-06-30T13:51:01.001+02:00","BancaItaliana","C0120580915311741","Rinascimento","1009549375","Visa Gold","5311","152.33",1009549370.,"C012058091",51,"APPR","N"
"2013-05-06T15:35:07.001+02:00","BancaItaliana","C0120580915311743","Rinascimento","1009549375","Visa Gold","5311","489.01",1009549370.,"C012058091",51,"APPR","N"
"2013-08-28T18:00:00.001+02:00","BancaItaliana","C0120580915714471","House of Drapery","1009549375","Visa Gold","5714","63.37",1009549370.,"C012058091",51,"APPR","N"
"2013-03-23T17:35:09.001+02:00","BancaItaliana","C0120580915541640","GasStation","1009549375","Visa Gold","5541","180.12",1009549370.,"C012058091",51,"APPR","N"
"2013-11-28T08:40:47.001+02:00","BancaItaliana","C0120580915541858","GasStation","1009549375","Visa Gold","5541","180.85",1009549370.,"C012058091",51,"APPR","N"
"2013-11-18T17:41:41.001+02:00","BancaItaliana","C0120580915541742","GasStation","1009549375","Visa Gold","5541","202.64",1009549370.,"C012058091",51,"APPR","N"
"2013-08-04T21:03:58.008+02:00","BancaItaliana","C0120580917832885","Movies","1009549375","Visa Gold","7832","31.01",1009549370.,"C012058091",51,"APPR","N"
"2013-04-19T10:49:48.001+02:00","BancaItaliana","C0120580915311778","Allegro","1009549375","Visa Gold","5311","250.06",1009549370.,"C012058091",51,"APPR","N"
"2013-01-10T07:43:52.001+02:00","BancaItaliana","C0120580915311669","FourSeasons","1009549375","Visa Gold","5311","202.00",1009549370.,"C012058091",51,"APPR","N"
"2013-07-09T17:16:16.001+02:00","BancaItaliana","C0120580915311483","Rinascimento","1009549375","Visa Gold","5311","277.67",1009549370.,"C012058091",51,"APPR","N"
"2013-07-03T00:22:00.001+02:00","BancaItaliana","C0120580917996551","Fair Rides","1009549375","Visa Gold","7996","100.71",1009549370.,"C012058091",51,"APPR","N"
